,Station_Longitude,Station_Name,Station_Latitude,lonlat,ZIPCODE
762,-73.98384899999999,50th St,40.761728000000005,"(-73.983848999999992, 40.761728000000005)",10019
763,-73.98384899999999,50th St,40.761728000000005,"(-73.983848999999992, 40.761728000000005)",10019
1131,-73.98065799999999,57th St,40.764664,"(-73.980657999999991, 40.764664000000003)",10019
1132,-73.98065799999999,57th St,40.764664,"(-73.980657999999991, 40.764664000000003)",10019
1133,-73.98065799999999,57th St,40.764664,"(-73.980657999999991, 40.764664000000003)",10019
1134,-73.98065799999999,57th St,40.764664,"(-73.980657999999991, 40.764664000000003)",10019
1135,-73.984139,49th St,40.759901,"(-73.984138999999999, 40.759900999999999)",10019
1136,-73.984139,49th St,40.759901,"(-73.984138999999999, 40.759900999999999)",10019
1137,-73.984139,49th St,40.759901,"(-73.984138999999999, 40.759900999999999)",10019
1138,-73.984139,49th St,40.759901,"(-73.984138999999999, 40.759900999999999)",10019
1139,-73.984139,49th St,40.759901,"(-73.984138999999999, 40.759900999999999)",10019
1305,-73.985984,50th St,40.762456,"(-73.985984000000002, 40.762456)",10019
1306,-73.985984,50th St,40.762456,"(-73.985984000000002, 40.762456)",10019
1390,-73.981329,47-50th Sts Rockefeller Center,40.758663,"(-73.981329000000002, 40.758662999999999)",10019
1391,-73.981329,47-50th Sts Rockefeller Center,40.758663,"(-73.981329000000002, 40.758662999999999)",10019
1392,-73.981329,47-50th Sts Rockefeller Center,40.758663,"(-73.981329000000002, 40.758662999999999)",10019
1393,-73.981329,47-50th Sts Rockefeller Center,40.758663,"(-73.981329000000002, 40.758662999999999)",10019
1394,-73.981329,47-50th Sts Rockefeller Center,40.758663,"(-73.981329000000002, 40.758662999999999)",10019
1395,-73.981329,47-50th Sts Rockefeller Center,40.758663,"(-73.981329000000002, 40.758662999999999)",10019
1396,-73.981329,47-50th Sts Rockefeller Center,40.758663,"(-73.981329000000002, 40.758662999999999)",10019
1397,-73.981329,47-50th Sts Rockefeller Center,40.758663,"(-73.981329000000002, 40.758662999999999)",10019
1398,-73.981329,47-50th Sts Rockefeller Center,40.758663,"(-73.981329000000002, 40.758662999999999)",10019
1494,-73.981637,7th Av,40.762862,"(-73.981637000000006, 40.762861999999998)",10019
1495,-73.981637,7th Av,40.762862,"(-73.981637000000006, 40.762861999999998)",10019
1540,-73.98384899999999,50th St,40.761728000000005,"(-73.983848999999992, 40.761728000000005)",10019
1541,-73.98384899999999,50th St,40.761728000000005,"(-73.983848999999992, 40.761728000000005)",10019
1748,-73.985984,50th St,40.762456,"(-73.985984000000002, 40.762456)",10019
30,-73.988691,28th St,40.745494,"(-73.988691000000003, 40.745494000000001)",10001
31,-73.988691,28th St,40.745494,"(-73.988691000000003, 40.745494000000001)",10001
339,-73.993391,34th St,40.752287,"(-73.993391000000003, 40.752287000000003)",10001
340,-73.993391,34th St,40.752287,"(-73.993391000000003, 40.752287000000003)",10001
341,-73.993391,34th St,40.752287,"(-73.993391000000003, 40.752287000000003)",10001
526,-73.98782299999999,34th St,40.749719,"(-73.987822999999992, 40.749718999999999)",10001
527,-73.98782299999999,34th St,40.749719,"(-73.987822999999992, 40.749718999999999)",10001
528,-73.98782299999999,34th St,40.749719,"(-73.987822999999992, 40.749718999999999)",10001
766,-73.991057,34th St,40.750372999999996,"(-73.991056999999998, 40.750372999999996)",10001
1144,-73.98795,34th St,40.749567,"(-73.987949999999998, 40.749566999999999)",10001
1145,-73.98795,34th St,40.749567,"(-73.987949999999998, 40.749566999999999)",10001
1146,-73.98795,34th St,40.749567,"(-73.987949999999998, 40.749566999999999)",10001
1147,-73.98795,34th St,40.749567,"(-73.987949999999998, 40.749566999999999)",10001
1148,-73.988691,28th St,40.745494,"(-73.988691000000003, 40.745494000000001)",10001
1149,-73.988691,28th St,40.745494,"(-73.988691000000003, 40.745494000000001)",10001
1310,-73.993391,34th St,40.752287,"(-73.993391000000003, 40.752287000000003)",10001
1311,-73.993391,34th St,40.752287,"(-73.993391000000003, 40.752287000000003)",10001
1312,-73.993391,34th St,40.752287,"(-73.993391000000003, 40.752287000000003)",10001
1313,-73.993391,34th St,40.752287,"(-73.993391000000003, 40.752287000000003)",10001
1314,-73.993391,34th St,40.752287,"(-73.993391000000003, 40.752287000000003)",10001
1315,-73.993391,34th St,40.752287,"(-73.993391000000003, 40.752287000000003)",10001
1316,-73.993391,34th St,40.752287,"(-73.993391000000003, 40.752287000000003)",10001
1317,-73.993391,34th St,40.752287,"(-73.993391000000003, 40.752287000000003)",10001
1406,-73.98782299999999,34th St,40.749719,"(-73.987822999999992, 40.749718999999999)",10001
1407,-73.98782299999999,34th St,40.749719,"(-73.987822999999992, 40.749718999999999)",10001
1408,-73.98782299999999,34th St,40.749719,"(-73.987822999999992, 40.749718999999999)",10001
1409,-73.98782299999999,34th St,40.749719,"(-73.987822999999992, 40.749718999999999)",10001
1410,-73.98782299999999,34th St,40.749719,"(-73.987822999999992, 40.749718999999999)",10001
1546,-73.991057,34th St,40.750372999999996,"(-73.991056999999998, 40.750372999999996)",10001
1547,-73.991057,34th St,40.750372999999996,"(-73.991056999999998, 40.750372999999996)",10001
1548,-73.991057,34th St,40.750372999999996,"(-73.991056999999998, 40.750372999999996)",10001
1549,-73.991057,34th St,40.750372999999996,"(-73.991056999999998, 40.750372999999996)",10001
1550,-73.991057,34th St,40.750372999999996,"(-73.991056999999998, 40.750372999999996)",10001
1551,-73.991057,34th St,40.750372999999996,"(-73.991056999999998, 40.750372999999996)",10001
1552,-73.991057,34th St,40.750372999999996,"(-73.991056999999998, 40.750372999999996)",10001
1553,-73.993365,28th St,40.747215000000004,"(-73.993364999999997, 40.747215000000004)",10001
1554,-73.993365,28th St,40.747215000000004,"(-73.993364999999997, 40.747215000000004)",10001
1555,-73.993365,28th St,40.747215000000004,"(-73.993364999999997, 40.747215000000004)",10001
1556,-73.993365,28th St,40.747215000000004,"(-73.993364999999997, 40.747215000000004)",10001
1800,-73.993391,34th St,40.752287,"(-73.993391000000003, 40.752287000000003)",10001
1801,-73.993391,34th St,40.752287,"(-73.993391000000003, 40.752287000000003)",10001
1802,-73.993391,34th St,40.752287,"(-73.993391000000003, 40.752287000000003)",10001
1803,-73.993391,34th St,40.752287,"(-73.993391000000003, 40.752287000000003)",10001
1804,-73.993391,34th St,40.752287,"(-73.993391000000003, 40.752287000000003)",10001
1805,-73.98782299999999,34th St,40.749719,"(-73.987822999999992, 40.749718999999999)",10001
1806,-73.98782299999999,34th St,40.749719,"(-73.987822999999992, 40.749718999999999)",10001
1818,-73.991057,34th St,40.750372999999996,"(-73.991056999999998, 40.750372999999996)",10001
1819,-73.991057,34th St,40.750372999999996,"(-73.991056999999998, 40.750372999999996)",10001
1820,-73.991057,34th St,40.750372999999996,"(-73.991056999999998, 40.750372999999996)",10001
1821,-73.993365,28th St,40.747215000000004,"(-73.993364999999997, 40.747215000000004)",10001
1822,-73.993365,28th St,40.747215000000004,"(-73.993364999999997, 40.747215000000004)",10001
32,-73.98934399999999,23rd St,40.741303,"(-73.989343999999988, 40.741303000000002)",10010
33,-73.98934399999999,23rd St,40.741303,"(-73.989343999999988, 40.741303000000002)",10010
34,-73.98934399999999,23rd St,40.741303,"(-73.989343999999988, 40.741303000000002)",10010
35,-73.98934399999999,23rd St,40.741303,"(-73.989343999999988, 40.741303000000002)",10010
529,-73.99282099999999,23rd St,40.742878000000005,"(-73.992820999999992, 40.742878000000005)",10010
530,-73.99282099999999,23rd St,40.742878000000005,"(-73.992820999999992, 40.742878000000005)",10010
531,-73.99282099999999,23rd St,40.742878000000005,"(-73.992820999999992, 40.742878000000005)",10010
532,-73.99282099999999,23rd St,40.742878000000005,"(-73.992820999999992, 40.742878000000005)",10010
968,-73.986599,23rd St,40.739864000000004,"(-73.986598999999998, 40.739864000000004)",10010
969,-73.986599,23rd St,40.739864000000004,"(-73.986598999999998, 40.739864000000004)",10010
970,-73.986599,23rd St,40.739864000000004,"(-73.986598999999998, 40.739864000000004)",10010
1150,-73.98934399999999,23rd St,40.741303,"(-73.989343999999988, 40.741303000000002)",10010
1151,-73.98934399999999,23rd St,40.741303,"(-73.989343999999988, 40.741303000000002)",10010
1152,-73.98934399999999,23rd St,40.741303,"(-73.989343999999988, 40.741303000000002)",10010
1153,-73.98934399999999,23rd St,40.741303,"(-73.989343999999988, 40.741303000000002)",10010
1411,-73.99282099999999,23rd St,40.742878000000005,"(-73.992820999999992, 40.742878000000005)",10010
1412,-73.99282099999999,23rd St,40.742878000000005,"(-73.992820999999992, 40.742878000000005)",10010
1413,-73.99282099999999,23rd St,40.742878000000005,"(-73.992820999999992, 40.742878000000005)",10010
1414,-73.99282099999999,23rd St,40.742878000000005,"(-73.992820999999992, 40.742878000000005)",10010
1668,-73.986599,23rd St,40.739864000000004,"(-73.986598999999998, 40.739864000000004)",10010
1669,-73.986599,23rd St,40.739864000000004,"(-73.986598999999998, 40.739864000000004)",10010
1670,-73.986599,23rd St,40.739864000000004,"(-73.986598999999998, 40.739864000000004)",10010
1671,-73.986599,23rd St,40.739864000000004,"(-73.986598999999998, 40.739864000000004)",10010
1672,-73.986599,23rd St,40.739864000000004,"(-73.986598999999998, 40.739864000000004)",10010
1673,-73.986599,23rd St,40.739864000000004,"(-73.986598999999998, 40.739864000000004)",10010
36,-73.99056800000001,Union Square,40.735735999999996,"(-73.99056800000001, 40.735735999999996)",10003
37,-73.99262900000001,8th St,40.730328,"(-73.992629000000008, 40.730328)",10003
38,-73.99262900000001,8th St,40.730328,"(-73.992629000000008, 40.730328)",10003
229,-73.986122,3rd Av,40.732849,"(-73.986121999999995, 40.732849000000002)",10003
230,-73.986122,3rd Av,40.732849,"(-73.986121999999995, 40.732849000000002)",10003
542,-73.989938,2nd Av,40.723402,"(-73.989937999999995, 40.723402)",10003
543,-73.989938,2nd Av,40.723402,"(-73.989937999999995, 40.723402)",10003
971,-73.989951,14th St-Union Square,40.734673,"(-73.989951000000005, 40.734673000000001)",10003
972,-73.989951,14th St-Union Square,40.734673,"(-73.989951000000005, 40.734673000000001)",10003
973,-73.989951,14th St-Union Square,40.734673,"(-73.989951000000005, 40.734673000000001)",10003
974,-73.99107,Astor Place,40.730053999999996,"(-73.991069999999993, 40.730053999999996)",10003
1154,-73.99056800000001,Union Square,40.735735999999996,"(-73.99056800000001, 40.735735999999996)",10003
1155,-73.99056800000001,Union Square,40.735735999999996,"(-73.99056800000001, 40.735735999999996)",10003
1156,-73.99262900000001,8th St,40.730328,"(-73.992629000000008, 40.730328)",10003
1157,-73.99262900000001,8th St,40.730328,"(-73.992629000000008, 40.730328)",10003
1158,-73.99262900000001,8th St,40.730328,"(-73.992629000000008, 40.730328)",10003
1159,-73.99262900000001,8th St,40.730328,"(-73.992629000000008, 40.730328)",10003
1160,-73.99262900000001,8th St,40.730328,"(-73.992629000000008, 40.730328)",10003
1249,-73.99073,Union Square,40.734789,"(-73.990729999999999, 40.734788999999999)",10003
1250,-73.99073,Union Square,40.734789,"(-73.990729999999999, 40.734788999999999)",10003
1251,-73.986122,3rd Av,40.732849,"(-73.986121999999995, 40.732849000000002)",10003
1252,-73.986122,3rd Av,40.732849,"(-73.986121999999995, 40.732849000000002)",10003
1422,-73.989938,2nd Av,40.723402,"(-73.989937999999995, 40.723402)",10003
1423,-73.989938,2nd Av,40.723402,"(-73.989937999999995, 40.723402)",10003
1674,-73.989951,14th St-Union Square,40.734673,"(-73.989951000000005, 40.734673000000001)",10003
1675,-73.989951,14th St-Union Square,40.734673,"(-73.989951000000005, 40.734673000000001)",10003
1676,-73.989951,14th St-Union Square,40.734673,"(-73.989951000000005, 40.734673000000001)",10003
1677,-73.99107,Astor Place,40.730053999999996,"(-73.991069999999993, 40.730053999999996)",10003
1735,-73.99056800000001,Union Square,40.735735999999996,"(-73.99056800000001, 40.735735999999996)",10003
1736,-73.99262900000001,8th St,40.730328,"(-73.992629000000008, 40.730328)",10003
39,-73.997702,Prince St,40.724329,"(-73.997702000000004, 40.724328999999997)",10012
40,-73.997702,Prince St,40.724329,"(-73.997702000000004, 40.724328999999997)",10012
352,-74.003739,Spring St,40.726227,"(-74.003738999999996, 40.726227000000002)",10012
537,-73.996204,Broadway-Lafayette St,40.725297,"(-73.996204000000006, 40.725296999999998)",10012
538,-73.996204,Broadway-Lafayette St,40.725297,"(-73.996204000000006, 40.725296999999998)",10012
975,-73.994659,Bleecker St,40.725915,"(-73.994658999999999, 40.725915000000001)",10012
976,-73.994659,Bleecker St,40.725915,"(-73.994658999999999, 40.725915000000001)",10012
977,-73.994659,Bleecker St,40.725915,"(-73.994658999999999, 40.725915000000001)",10012
978,-73.994659,Bleecker St,40.725915,"(-73.994658999999999, 40.725915000000001)",10012
979,-73.994659,Bleecker St,40.725915,"(-73.994658999999999, 40.725915000000001)",10012
980,-73.997141,Spring St,40.722301,"(-73.997140999999999, 40.722301000000002)",10012
981,-73.997141,Spring St,40.722301,"(-73.997140999999999, 40.722301000000002)",10012
1161,-73.997702,Prince St,40.724329,"(-73.997702000000004, 40.724328999999997)",10012
1162,-73.997702,Prince St,40.724329,"(-73.997702000000004, 40.724328999999997)",10012
1330,-74.003739,Spring St,40.726227,"(-74.003738999999996, 40.726227000000002)",10012
1331,-74.003739,Spring St,40.726227,"(-74.003738999999996, 40.726227000000002)",10012
1421,-73.996204,Broadway-Lafayette St,40.725297,"(-73.996204000000006, 40.725296999999998)",10012
1678,-73.994659,Bleecker St,40.725915,"(-73.994658999999999, 40.725915000000001)",10012
1679,-73.994659,Bleecker St,40.725915,"(-73.994658999999999, 40.725915000000001)",10012
1680,-73.997141,Spring St,40.722301,"(-73.997140999999999, 40.722301000000002)",10012
1681,-73.997141,Spring St,40.722301,"(-73.997140999999999, 40.722301000000002)",10012
1840,-73.996204,Broadway-Lafayette St,40.725297,"(-73.996204000000006, 40.725296999999998)",10012
1841,-73.996204,Broadway-Lafayette St,40.725297,"(-73.996204000000006, 40.725296999999998)",10012
41,-74.006978,City Hall,40.713282,"(-74.006978000000004, 40.713282)",10007
42,-74.006978,City Hall,40.713282,"(-74.006978000000004, 40.713282)",10007
43,-74.006978,City Hall,40.713282,"(-74.006978000000004, 40.713282)",10007
44,-74.01102900000001,Cortlandt St,40.710668,"(-74.011029000000008, 40.710667999999998)",10007
45,-74.01102900000001,Cortlandt St,40.710668,"(-74.011029000000008, 40.710667999999998)",10007
357,-74.008585,Chambers St,40.714110999999995,"(-74.008584999999997, 40.714110999999995)",10007
358,-74.009781,World Trade Center,40.712582,"(-74.009781000000004, 40.712581999999998)",10007
359,-74.009781,World Trade Center,40.712582,"(-74.009781000000004, 40.712581999999998)",10007
360,-74.009781,World Trade Center,40.712582,"(-74.009781000000004, 40.712581999999998)",10007
361,-74.009781,World Trade Center,40.712582,"(-74.009781000000004, 40.712581999999998)",10007
362,-74.009781,World Trade Center,40.712582,"(-74.009781000000004, 40.712581999999998)",10007
363,-74.009781,World Trade Center,40.712582,"(-74.009781000000004, 40.712581999999998)",10007
364,-74.009781,World Trade Center,40.712582,"(-74.009781000000004, 40.712581999999998)",10007
365,-74.009781,World Trade Center,40.712582,"(-74.009781000000004, 40.712581999999998)",10007
780,-74.009266,Chambers St,40.715478000000004,"(-74.009265999999997, 40.715478000000004)",10007
781,-74.009266,Chambers St,40.715478000000004,"(-74.009265999999997, 40.715478000000004)",10007
782,-74.009266,Chambers St,40.715478000000004,"(-74.009265999999997, 40.715478000000004)",10007
783,-74.009266,Chambers St,40.715478000000004,"(-74.009265999999997, 40.715478000000004)",10007
784,-74.009266,Chambers St,40.715478000000004,"(-74.009265999999997, 40.715478000000004)",10007
786,-74.008811,Park Place,40.713051,"(-74.008810999999994, 40.713051)",10007
984,-74.004806,Brooklyn Bridge-City Hall,40.712868,"(-74.004806000000002, 40.712868)",10007
985,-74.004971,Brooklyn Bridge-City Hall,40.712723,"(-74.004970999999998, 40.712722999999997)",10007
989,-74.003907,Brooklyn Bridge-City Hall,40.713813,"(-74.003906999999998, 40.713813000000002)",10007
990,-74.003654,Brooklyn Bridge-City Hall,40.713889,"(-74.003653999999997, 40.713889000000002)",10007
1167,-74.01102900000001,Cortlandt St,40.710668,"(-74.011029000000008, 40.710667999999998)",10007
1168,-74.01102900000001,Cortlandt St,40.710668,"(-74.011029000000008, 40.710667999999998)",10007
1234,-74.003401,Chambers St,40.713243,"(-74.003400999999997, 40.713242999999999)",10007
1235,-74.003199,Chambers St,40.71419,"(-74.003198999999995, 40.714190000000002)",10007
1333,-74.008585,Chambers St,40.714110999999995,"(-74.008584999999997, 40.714110999999995)",10007
1334,-74.008585,Chambers St,40.714110999999995,"(-74.008584999999997, 40.714110999999995)",10007
1335,-74.008585,Chambers St,40.714110999999995,"(-74.008584999999997, 40.714110999999995)",10007
1336,-74.008585,Chambers St,40.714110999999995,"(-74.008584999999997, 40.714110999999995)",10007
1337,-74.008585,Chambers St,40.714110999999995,"(-74.008584999999997, 40.714110999999995)",10007
1338,-74.008585,Chambers St,40.714110999999995,"(-74.008584999999997, 40.714110999999995)",10007
1339,-74.008585,Chambers St,40.714110999999995,"(-74.008584999999997, 40.714110999999995)",10007
1684,-74.004131,Brooklyn Bridge-City Hall,40.713065,"(-74.004131000000001, 40.713065)",10007
1685,-74.004131,Brooklyn Bridge-City Hall,40.713065,"(-74.004131000000001, 40.713065)",10007
1768,-74.008585,Chambers St,40.714110999999995,"(-74.008584999999997, 40.714110999999995)",10007
46,-74.01334200000001,Rector St,40.70722,"(-74.013342000000009, 40.70722)",10006
47,-74.01334200000001,Rector St,40.70722,"(-74.013342000000009, 40.70722)",10006
48,-74.01334200000001,Rector St,40.70722,"(-74.013342000000009, 40.70722)",10006
785,-74.01378299999999,Rector St,40.707513,"(-74.013782999999989, 40.707512999999999)",10006
991,-74.011862,Wall St,40.707557,"(-74.011861999999994, 40.707557000000001)",10006
992,-74.011862,Wall St,40.707557,"(-74.011861999999994, 40.707557000000001)",10006
993,-74.011862,Wall St,40.707557,"(-74.011861999999994, 40.707557000000001)",10006
1169,-74.01334200000001,Rector St,40.70722,"(-74.013342000000009, 40.70722)",10006
1170,-74.01334200000001,Rector St,40.70722,"(-74.013342000000009, 40.70722)",10006
1171,-74.01334200000001,Rector St,40.70722,"(-74.013342000000009, 40.70722)",10006
1172,-74.01334200000001,Rector St,40.70722,"(-74.013342000000009, 40.70722)",10006
1173,-74.01334200000001,Rector St,40.70722,"(-74.013342000000009, 40.70722)",10006
1174,-74.01334200000001,Rector St,40.70722,"(-74.013342000000009, 40.70722)",10006
1583,-74.01378299999999,Rector St,40.707513,"(-74.013782999999989, 40.707512999999999)",10006
1584,-74.01378299999999,Rector St,40.707513,"(-74.013782999999989, 40.707512999999999)",10006
1585,-74.01378299999999,Rector St,40.707513,"(-74.013782999999989, 40.707512999999999)",10006
1586,-74.01378299999999,Rector St,40.707513,"(-74.013782999999989, 40.707512999999999)",10006
1688,-74.011862,Wall St,40.707557,"(-74.011861999999994, 40.707557000000001)",10006
1689,-74.011862,Wall St,40.707557,"(-74.011861999999994, 40.707557000000001)",10006
1690,-74.011862,Wall St,40.707557,"(-74.011861999999994, 40.707557000000001)",10006
1691,-74.011862,Wall St,40.707557,"(-74.011861999999994, 40.707557000000001)",10006
1692,-74.011862,Wall St,40.707557,"(-74.011861999999994, 40.707557000000001)",10006
1781,-74.01378299999999,Rector St,40.707513,"(-74.013782999999989, 40.707512999999999)",10006
49,-74.01299399999999,Whitehall St,40.703087,"(-74.012993999999992, 40.703086999999996)",10004
50,-74.01299399999999,Whitehall St,40.703087,"(-74.012993999999992, 40.703086999999996)",10004
51,-74.01299399999999,Whitehall St,40.703087,"(-74.012993999999992, 40.703086999999996)",10004
994,-74.014065,Bowling Green,40.704817,"(-74.014065000000002, 40.704816999999998)",10004
995,-74.014065,Bowling Green,40.704817,"(-74.014065000000002, 40.704816999999998)",10004
1120,-74.013664,South Ferry,40.702068,"(-74.013664000000006, 40.702067999999997)",10004
1121,-74.013664,South Ferry,40.702068,"(-74.013664000000006, 40.702067999999997)",10004
1122,-74.013664,South Ferry,40.702068,"(-74.013664000000006, 40.702067999999997)",10004
1123,-74.013664,South Ferry,40.702068,"(-74.013664000000006, 40.702067999999997)",10004
1175,-74.01299399999999,Whitehall St,40.703087,"(-74.012993999999992, 40.703086999999996)",10004
1176,-74.01299399999999,Whitehall St,40.703087,"(-74.012993999999992, 40.703086999999996)",10004
1177,-74.01299399999999,Whitehall St,40.703087,"(-74.012993999999992, 40.703086999999996)",10004
1693,-74.014065,Bowling Green,40.704817,"(-74.014065000000002, 40.704816999999998)",10004
1694,-74.014065,Bowling Green,40.704817,"(-74.014065000000002, 40.704816999999998)",10004
1695,-74.014065,Bowling Green,40.704817,"(-74.014065000000002, 40.704816999999998)",10004
1763,-74.013664,South Ferry,40.702068,"(-74.013664000000006, 40.702067999999997)",10004
52,-73.98594200000001,Lawrence St,40.69218,"(-73.985942000000009, 40.69218)",11201
53,-73.98594200000001,Lawrence St,40.69218,"(-73.985942000000009, 40.69218)",11201
54,-73.98594200000001,Lawrence St,40.69218,"(-73.985942000000009, 40.69218)",11201
55,-73.98594200000001,Lawrence St,40.69218,"(-73.985942000000009, 40.69218)",11201
56,-73.981824,DeKalb Av,40.690635,"(-73.981824000000003, 40.690635)",11201
57,-73.981824,DeKalb Av,40.690635,"(-73.981824000000003, 40.690635)",11201
58,-73.981824,DeKalb Av,40.690635,"(-73.981824000000003, 40.690635)",11201
59,-73.981824,DeKalb Av,40.690635,"(-73.981824000000003, 40.690635)",11201
368,-73.990531,High St,40.699337,"(-73.990531000000004, 40.699337)",11201
369,-73.987342,Jay St - Borough Hall,40.692338,"(-73.987341999999998, 40.692337999999999)",11201
370,-73.987342,Jay St - Borough Hall,40.692338,"(-73.987341999999998, 40.692337999999999)",11201
371,-73.987342,Jay St - Borough Hall,40.692338,"(-73.987341999999998, 40.692337999999999)",11201
372,-73.987342,Jay St - Borough Hall,40.692338,"(-73.987341999999998, 40.692337999999999)",11201
547,-73.986885,York St,40.699743,"(-73.986885000000001, 40.699742999999998)",11201
548,-73.99086199999999,Bergen St,40.686145,"(-73.990861999999993, 40.686145000000003)",11201
549,-73.99086199999999,Bergen St,40.686145,"(-73.990861999999993, 40.686145000000003)",11201
790,-73.993086,Clark St,40.697466,"(-73.993086000000005, 40.697465999999999)",11201
791,-73.993086,Clark St,40.697466,"(-73.993086000000005, 40.697465999999999)",11201
792,-73.989998,Borough Hall,40.693219,"(-73.989998, 40.693218999999999)",11201
793,-73.989998,Borough Hall,40.693219,"(-73.989998, 40.693218999999999)",11201
794,-73.989998,Borough Hall,40.693219,"(-73.989998, 40.693218999999999)",11201
795,-73.989998,Borough Hall,40.693219,"(-73.989998, 40.693218999999999)",11201
796,-73.985065,Hoyt St,40.690545,"(-73.985065000000006, 40.690545)",11201
996,-73.990151,Borough Hall,40.692403999999996,"(-73.990150999999997, 40.692403999999996)",11201
997,-73.990151,Borough Hall,40.692403999999996,"(-73.990150999999997, 40.692403999999996)",11201
998,-73.990151,Borough Hall,40.692403999999996,"(-73.990150999999997, 40.692403999999996)",11201
999,-73.990151,Borough Hall,40.692403999999996,"(-73.990150999999997, 40.692403999999996)",11201
1178,-73.991777,Court St,40.6941,"(-73.991776999999999, 40.694099999999999)",11201
1179,-73.991777,Court St,40.6941,"(-73.991776999999999, 40.694099999999999)",11201
1180,-73.991777,Court St,40.6941,"(-73.991776999999999, 40.694099999999999)",11201
1181,-73.98594200000001,Lawrence St,40.69218,"(-73.985942000000009, 40.69218)",11201
1182,-73.98594200000001,Lawrence St,40.69218,"(-73.985942000000009, 40.69218)",11201
1183,-73.98594200000001,Lawrence St,40.69218,"(-73.985942000000009, 40.69218)",11201
1184,-73.981824,DeKalb Av,40.690635,"(-73.981824000000003, 40.690635)",11201
1185,-73.981824,DeKalb Av,40.690635,"(-73.981824000000003, 40.690635)",11201
1340,-73.990531,High St,40.699337,"(-73.990531000000004, 40.699337)",11201
1341,-73.990531,High St,40.699337,"(-73.990531000000004, 40.699337)",11201
1342,-73.987342,Jay St - Borough Hall,40.692338,"(-73.987341999999998, 40.692337999999999)",11201
1343,-73.987342,Jay St - Borough Hall,40.692338,"(-73.987341999999998, 40.692337999999999)",11201
1344,-73.987342,Jay St - Borough Hall,40.692338,"(-73.987341999999998, 40.692337999999999)",11201
1345,-73.987342,Jay St - Borough Hall,40.692338,"(-73.987341999999998, 40.692337999999999)",11201
1346,-73.987342,Jay St - Borough Hall,40.692338,"(-73.987341999999998, 40.692337999999999)",11201
1347,-73.987342,Jay St - Borough Hall,40.692338,"(-73.987341999999998, 40.692337999999999)",11201
1348,-73.987342,Jay St - Borough Hall,40.692338,"(-73.987341999999998, 40.692337999999999)",11201
1429,-73.99086199999999,Bergen St,40.686145,"(-73.990861999999993, 40.686145000000003)",11201
1430,-73.99086199999999,Bergen St,40.686145,"(-73.990861999999993, 40.686145000000003)",11201
1431,-73.99086199999999,Bergen St,40.686145,"(-73.990861999999993, 40.686145000000003)",11201
1432,-73.99086199999999,Bergen St,40.686145,"(-73.990861999999993, 40.686145000000003)",11201
1591,-73.985065,Hoyt St,40.690545,"(-73.985065000000006, 40.690545)",11201
1592,-73.985065,Hoyt St,40.690545,"(-73.985065000000006, 40.690545)",11201
1593,-73.985065,Hoyt St,40.690545,"(-73.985065000000006, 40.690545)",11201
1696,-73.990151,Borough Hall,40.692403999999996,"(-73.990150999999997, 40.692403999999996)",11201
1754,-73.987342,Jay St - Borough Hall,40.692338,"(-73.987341999999998, 40.692337999999999)",11201
1755,-73.987342,Jay St - Borough Hall,40.692338,"(-73.987341999999998, 40.692337999999999)",11201
1858,-73.985065,Hoyt St,40.690545,"(-73.985065000000006, 40.690545)",11201
60,-73.97881,Atlantic Av-Barclays Ctr,40.683665999999995,"(-73.978809999999996, 40.683665999999995)",11217
61,-73.97881,Pacific St,40.683665999999995,"(-73.978809999999996, 40.683665999999995)",11217
62,-73.97881,Pacific St,40.683665999999995,"(-73.978809999999996, 40.683665999999995)",11217
94,-73.972367,7th Av,40.67705,"(-73.972367000000006, 40.677050000000001)",11217
95,-73.972367,7th Av,40.67705,"(-73.972367000000006, 40.677050000000001)",11217
373,-73.985001,Hoyt & Schermerhorn,40.688484,"(-73.985000999999997, 40.688484000000003)",11217
374,-73.985001,Hoyt & Schermerhorn,40.688484,"(-73.985000999999997, 40.688484000000003)",11217
375,-73.973946,Lafayette Av,40.686113,"(-73.973945999999998, 40.686112999999999)",11217
376,-73.973946,Lafayette Av,40.686113,"(-73.973945999999998, 40.686112999999999)",11217
377,-73.973946,Lafayette Av,40.686113,"(-73.973945999999998, 40.686112999999999)",11217
378,-73.973946,Lafayette Av,40.686113,"(-73.973945999999998, 40.686112999999999)",11217
379,-73.973946,Lafayette Av,40.686113,"(-73.973945999999998, 40.686112999999999)",11217
380,-73.973946,Lafayette Av,40.686113,"(-73.973945999999998, 40.686112999999999)",11217
381,-73.973946,Lafayette Av,40.686113,"(-73.973945999999998, 40.686112999999999)",11217
382,-73.973946,Lafayette Av,40.686113,"(-73.973945999999998, 40.686112999999999)",11217
383,-73.973946,Lafayette Av,40.686113,"(-73.973945999999998, 40.686112999999999)",11217
713,-73.975375,Fulton St,40.687119,"(-73.975375, 40.687119000000003)",11217
714,-73.975375,Fulton St,40.687119,"(-73.975375, 40.687119000000003)",11217
797,-73.980492,Nevins St,40.688246,"(-73.980491999999998, 40.688245999999999)",11217
798,-73.980492,Nevins St,40.688246,"(-73.980491999999998, 40.688245999999999)",11217
799,-73.977666,Atlantic Av-Barclays Ctr,40.684359,"(-73.977665999999999, 40.684359000000001)",11217
800,-73.975098,Bergen St,40.680828999999996,"(-73.975098000000003, 40.680828999999996)",11217
